,invoice_id,issue_date,creation_date,invoice_type,buyer_company_name,vendor_company_name,payment_status,days_since_issue,past_due,total_amount_with_taxes,work_description,payment_status_norm
4340,4512,2025-12-31,2025-12-22T14:46:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,-160.52,CREDIT OCTOBER INV REF 4171- MACH-Janitorial Services at MACH-99 Wyse (4055)- October 2025,unpaid
4341,4513,2025-12-31,2025-12-22T14:56:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,-160.52,CREDIT NOVEMBER INV REF 4388- MACH-Janitorial Services at MACH-99 Wyse (4055)- November 2025,unpaid
4342,4514,2025-12-22,2025-12-22T23:21:00+00:00,One Shot,ALPINE BUILDING MAINTENANCE INC.,9359-6633 Quebec Inc,Unpaid,30,False,3084.9,L014298-SOB-7496 - AS61224 - C NET - Sobeys 2276 Tenth Line Rd - Cleaning Services (Oct 31-Nov13),unpaid
4343,4515,2025-12-22,2025-12-22T23:25:00+00:00,One Shot,ALPINE BUILDING MAINTENANCE INC.,9359-6633 Quebec Inc,Unpaid,30,False,3084.9,L014242-SOB-4738 - AS61225 - C NET - Sobeys 5150 Innes Rd - Cleaning Services (Oct 31-Nov13),unpaid
4344,4516,2025-12-22,2025-12-22T23:32:00+00:00,One Shot,ALPINE BUILDING MAINTENANCE INC.,9359-6633 Quebec Inc,Unpaid,30,False,3745.95,L014242-SOB-4738 - AS61225 - C NET - Sobeys 5150 Innes Rd - Cleaning Services (Nov 14 to 30),unpaid
4345,4517,2025-12-22,2025-12-22T23:53:00+00:00,One Shot,ALPINE BUILDING MAINTENANCE INC.,9359-6633 Quebec Inc,Unpaid,30,False,3745.95,L014298-SOB-7496 - AS61224 - C NET - Sobeys 2276 Tenth Line Rd - Cleaning Services (Nov 14 to 30),unpaid
4346,4518,2025-12-22,2025-12-22T23:56:00+00:00,One Shot,Allen Maintenance Ltd-98,12433087 Canada Inc.,Unpaid,30,False,3230.24,Q9468 - 1355 Bank Garage - Power sweep and Pressure wash garage - November,unpaid
4347,4519,2025-12-23,2025-12-23T06:22:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,29,False,1539.26,TDC80168722 - 1595 TELESAP COURT - TD Telesat Corporate Office Carpet Cleaning - September 13th,unpaid
4348,4520,2025-12-31,2025-12-23T07:20:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,38238.93,Janitorial Services - Minto MALP - 1658-23-02 - November,unpaid
4349,4521,2025-12-31,2025-12-23T07:56:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,33985.87,Janitorial Services - MINTO - MULTI-RES 1658-23-01 - November,unpaid
4350,4523,2025-12-31,2025-12-26T08:40:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,2402.14,Minto - 1749-24-02 Janitorial Services - 99 Fifth - Fifth + Bank Commercial - November 2025,unpaid
4351,4524,2025-12-31,2025-12-26T08:53:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,4741.38,Janitorial Services - 99 Fifth (Bank & fifth) Residential (4018) - November 2025,unpaid
4352,4525,2025-12-31,2025-12-26T10:20:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,5730.22,Minto - 1749-24-03 Janitorial Services - Carlisle Residential (221 Lyon) - November 2025,unpaid
4353,4526,2025-12-31,2025-12-26T10:33:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,3320.08,Janitorial Services - 440 Laurier Commercial (4016) - November 2025,unpaid
4354,4527,2025-12-31,2025-12-26T11:09:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,517.39,Janitorial Service Royalmount Mall - Delysee Café (1272) - November 2025,unpaid
4355,4528,2025-12-31,2025-12-26T12:34:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,21,False,4459.42,"Janitorial Services at 201-211 Avenue Laurier E, Montréal, QC- Dec 2025",unpaid
4356,4529,2025-12-31,2025-12-26T12:37:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,21,False,37814.34,Janitorial Services at 2001 Avenue McGill - Dec 2025,unpaid
4357,4530,2025-12-31,2025-12-26T12:42:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,21,False,229.95,Janitorial Services at 5970 Boul Henri-Bourassa O. Saint-Laurent O.S- Dec 2025,unpaid
4358,4531,2025-12-31,2025-12-26T13:06:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,21,False,2462.34,Janitorial services at 7077-7101 Parc / Huawei 01-31 dec 2025,unpaid
4359,4532,2025-12-31,2025-12-26T13:13:00+00:00,Regular,12433087 Canada Inc,9472-5025 Québec Inc-Carlos Bustamante,Unpaid,21,False,3276.94,Janitorial services at 5800 Boul Cavendish (Mall Cavendish) 01-31dec 2025,unpaid
4360,4533,2025-12-31,2025-12-29T12:07:00+00:00,Regular,12433087 Canada Inc,Maintenance Pro-L Inc-Yobany Lopez,Unpaid,21,False,10635.19,Janitorial Services at 625 Rene - Levesque Ouest- December 2025,unpaid
4361,4534,2025-12-31,2025-12-29T12:07:00+00:00,Regular,12433087 Canada Inc,Maintenance Pro-L Inc-Yobany Lopez,Unpaid,21,False,10577.7,Janitorial Services at 1155 Robert Bourassa- December 2025,unpaid
4362,4535,2025-12-30,2025-12-30T08:59:00+00:00,One Shot,Osgoode Properties Limited,13037622 Canada Inc,Unpaid,22,False,2388.73,271909 - 101 Sacre-Coeur -Supply staff from December 15th to 19th and 22nd to 24th,unpaid
4363,4536,2025-12-30,2025-12-30T09:02:00+00:00,One Shot,Osgoode Properties Limited,13037622 Canada Inc,Partially Paid,22,False,1746.7,271548 - 700 St. Joseph - Supply staff fromt December 15th to 19th,partially paid
4364,4537,2025-12-30,2025-12-30T09:05:00+00:00,One Shot,Osgoode Properties Limited,13037622 Canada Inc,Unpaid,22,False,1104.61,271621 - 700 St. Joseph - Supply staff fromt December 22nd to 24th,unpaid
4365,4538,2025-12-30,2025-12-30T09:10:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,22,False,68.99,Q9469 - MACH-201-211 Laurier Ave East - Nettoyage des frigos et micro-ondes (locaux 400 et 430) (Dec 19),unpaid
4366,4539,2025-12-30,2025-12-30T09:14:00+00:00,One Shot,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,22,False,369.51,Patroll Weekend Minto (1140M- 1150M-1156M-1169M-1171M-18H20H-21H-22H-23H-25H-28H-1129M-1124M-1130M),unpaid
4367,4540,2025-12-31,2025-12-30T09:21:00+00:00,Regular,10696480 Canada Ltd.,12887533 Canada Inc-Ramirez,Unpaid,21,False,384.2,"Janitorial Services ,1320 Carling Ave, Ottawa, ON",unpaid
4368,4541,2025-12-31,2025-12-30T09:24:00+00:00,Regular,10696480 Canada Ltd.,12887533 Canada Inc-Ramirez,Unpaid,21,False,288.15,"Janitorial Services, 421-423 Richmond Rd, Ottawa, ON",unpaid
4369,4543,2025-12-30,2025-12-30T09:35:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,22,False,546.13,BNC81686989 - 10650 BOUL PIE-IX - Emergency call to clean the vestibule (Dec 17),unpaid
4370,4544,2025-12-31,2025-12-30T09:38:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,21,False,4944.65,"Janitorial Services, 1341 Meadowlands Dr-Parkwood Hills-Package 1",unpaid
4371,4545,2025-12-31,2025-12-30T09:41:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,21,False,2204.4,"Janitorial Services, 311 McArthur Ave, Ottawa,ON",unpaid
4372,4546,2025-12-31,2025-12-30T09:49:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,21,False,322.05,"Janitorial Services, 366 Brant St, Ottawa, ON",unpaid
4373,4547,2025-12-31,2025-12-30T09:53:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,21,False,953.04,"Janitorial Services, 420 Gilmour Street, Ottawa,ON",unpaid
4374,4548,2025-12-31,2025-12-30T09:56:00+00:00,Regular,12433087 Canada Inc,12887533 Canada Inc-Ramirez,Unpaid,21,False,953.04,"Janitorial Services, 21 James Street, Ottawa, ON",unpaid
4375,4549,2025-12-30,2025-12-30T09:59:00+00:00,One Shot,ALPINE BUILDING MAINTENANCE INC.,9359-6633 Quebec Inc,Unpaid,22,False,3056.09,"AS58275 - Sobeys 2276 Tenth Line Rd - Emergency Call - Morning Service ( Sobeys Orleans, 2 locations) & Floor Recoating and Waxing (Nov 07,08,09,10) at 2276 Tenth Line Rd",unpaid
4376,4550,2025-12-30,2025-12-30T10:08:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,22,False,142.5,BMO81504841 - 26 ABERDEEN STREET - Emergency call to clean the vestibule (Dec 17),unpaid
4377,4551,2025-12-30,2025-12-30T22:34:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,22,False,224.59,268694781 - VIA Rail Kingston - 1800 John Counter Blvd - Cleaning Services at VIA Rail Kingston (June 10 - 11 - 12),unpaid
4378,4552,2025-12-30,2025-12-30T22:42:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,22,False,957.35,"268694781 - VIA Rail Kingston - 1800 John Counter Blvd - Cleaning Services at VIA Rail Kingston (June 16, 17, 18, 19, 20, 23, 24, 25, 26, 27, 30)",unpaid
4379,4553,2025-12-30,2025-12-30T22:48:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,22,False,838.46,268694748 - VIA Rail Ottawa - 200 Tremblay Rd - Extra labor and corrections for dust and dirt accumulation (June 19 - 26),unpaid
4380,4554,2025-12-30,2025-12-30T22:52:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,22,False,988.75,268694746 - VIA Rail Ottawa - 200 Tremblay Rd - Spot cleaning of winter matts with carpet extractor and cimex plus shampoo extract carpeted area in office space - June 21,unpaid
4381,4555,2025-12-30,2025-12-30T22:57:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,22,False,819.25,268694747 - VIA Rail Ottawa - 200 Tremblay Rd - Pedimats cleaning underneath and power steam wash - (June 23),unpaid
4382,4556,2025-12-30,2025-12-30T23:45:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,22,False,898.35,268694749 - VIA Rail Ottawa - 200 Tremblay Rd -Interior and Exterior Window Cleaning (1st Row) - (June 20 - 23),unpaid
4383,4557,2025-12-31,2025-12-31T07:54:00+00:00,One Shot,Rojo Construction Management Inc.,10696480 Canada Ltd,Unpaid,21,False,1385.66,202504 - 415 West Hunt Club - Service call to do a thorough cleaning outside and interior of construction site (Dec 11),unpaid
4384,4558,2025-12-31,2025-12-31T08:04:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,258.75,BMO81417160 - 684 University Ave - Visit for floodie in janitors room-sink reported (29 Nov),unpaid
4385,4559,2025-12-31,2025-12-31T08:15:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,258.75,BMO81463587 - 684 University Ave - Visit for floodie in janitors room-sink reported (Dec 6),unpaid
4386,4560,2025-12-31,2025-12-31T08:19:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,258.75,BMO81463587 - 684 University Ave - Visit for floodie in janitors room-sink reported (Dec 8),unpaid
4387,4561,2025-12-31,2025-12-31T10:01:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,258.75,BMO81498143 - 684 University Ave - Emergency call for Flood Detected - sensor in janitors room -sink (Dec 15),unpaid
4388,4562,2025-12-31,2025-12-31T10:13:00+00:00,Regular,12433087 Canada Inc,15652286 Canada Inc-Anssuini,Unpaid,21,False,2327.69,"Janitorial Services - 454 Laurier Av E, Ottawa December 31",unpaid
4389,4563,2025-12-31,2025-12-31T10:18:00+00:00,Regular,12433087 Canada Inc,15652286 Canada Inc-Anssuini,Unpaid,21,False,406.38,Janitorial Services at Media Plus 103-141 Catherine St - November 2025Labour - Washrooms one per week,unpaid
4390,4564,2025-12-31,2025-12-31T10:24:00+00:00,Regular,12433087 Canada Inc,15652286 Canada Inc-Anssuini,Unpaid,21,False,4350.5,Janitorial Services at OPA- November 2025,unpaid
4392,4566,2025-12-31,2025-12-31T10:32:00+00:00,One Shot,Osgoode Properties Limited,13037622 Canada Inc,Unpaid,21,False,1158.28,271734 - 576 Blv Cite Des Jeunes - Supply Staff - December 22-23-29-30th from 9:00am to 5:00pm.,unpaid
4393,4567,2025-12-31,2025-12-31T10:41:00+00:00,Regular,12433087 Canada Inc,15652286 Canada Inc-Anssuini,Unpaid,21,False,423.75,Janitorial Services at J & R Saints 101 - 141 Catherine St - Dic 2025,unpaid
4394,4568,2025-12-31,2025-12-31T10:47:00+00:00,Regular,9359-6633 Quebec inc,15652286 Canada Inc-Anssuini,Unpaid,21,False,2529.45,Janitorial Services at Banque National 920 Blvd St Joseph . Dic 2025,unpaid
4395,4569,2025-12-31,2025-12-31T11:53:00+00:00,One Shot,Allen Maintenance Ltd-98,12433087 Canada Inc.,Unpaid,21,False,395.1,Q9503 - Landry St. - Staff Replacement - Supply staff - December 29th and 30th,unpaid
4396,4570,2025-12-31,2025-12-31T12:06:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,165.8,268672394 - 740 BELFAST - Cleaning services December,unpaid
4397,4571,2025-12-31,2025-12-31T12:09:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,158.73,268672401 - 6 ANTARES DR - Cleaning services December,unpaid
4398,4572,2025-12-31,2025-12-31T12:14:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,167.49,268672407 - 3180 HAWTHORNE RD - Cleaning services December,unpaid
4399,4573,2025-12-31,2025-12-31T12:20:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,819.25,"MACH - 700 Palladium Dr. -Winter mats October 24-27-28, 2025",unpaid
4400,4574,2025-12-31,2025-12-31T12:23:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,1011.35,"POQ9499 - 750 Palladium Drive - Winter mats October 24-27-28, 2025",unpaid
4401,4575,2025-12-31,2025-12-31T12:27:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,875.75,"MACH - 700 Palladium Dr. -Winter mats October 24-27-28, 2025",unpaid
4402,4576,2025-12-31,2025-12-31T12:33:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,1271.25,"MACH-POQ9502 - 800 Palladium (MACH)-OS Winter mats October 24-27-28, 2025",unpaid
4403,4577,2025-12-31,2025-12-31T12:58:00+00:00,One Shot,Allen Maintenance Ltd-98,12433087 Canada Inc.,Unpaid,21,False,3230.24,Q9496 - 1355 Bank Garage - Power sweep and Pressure wash garage (dec 20),unpaid
4404,4578,2025-12-31,2025-12-31T13:33:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,203.4,Q9497 - 302 Legget Drive - MDA clean 4 refrigerators and 5 microwaves (Dec 21),unpaid
4405,4579,2025-12-31,2025-12-31T13:52:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,593.25,Q9495 - 99 Fifth (Bank & fifth) Residential (4018) - Truck mount team wash winter mats lobby and basement (27 Oct),unpaid
4406,4580,2025-12-31,2025-12-31T13:57:00+00:00,One Shot,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,541.5,Q9498 - 99 Wyze Road - Carpet cleaning for new tenants in suite 1400 - 26 Nov 2025,unpaid
4407,4581,2025-12-31,2025-12-31T17:38:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,149.46,268671244 - 1486 ROUTE PRINCIPALE- Cleaning services Dec,unpaid
4408,4582,2025-12-31,2025-12-31T17:45:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,152.46,268671250 - 106 RUE ST-JOSEPH - Cleaning services Dec,unpaid
4409,4583,2025-12-31,2025-12-31T17:55:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,148.79,268672007 - 941 CHEMIN DAMASSE PERRIER - Cleaning services Dec,unpaid
4410,4584,2025-12-31,2025-12-31T18:04:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,158.18,268672031 - 282 RUE VIGER- Cleaning services Dec,unpaid
4411,4585,2025-12-31,2025-12-31T18:07:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,140.21,268672037 - 2 RUE BELL - Cleaning services Dec,unpaid
4412,4586,2025-12-31,2025-12-31T18:10:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,145.87,268672562 - 91 RUE MANGIN - Cleaning services Dec,unpaid
4413,4587,2025-12-31,2025-12-31T18:20:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,254.25,TDC81730309 - 750 GARDINERS ROAD - Service call to clean the general garbage at the ATM (29 Dec),unpaid
4414,4588,2025-12-31,2025-12-31T18:24:00+00:00,One Shot,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,254.25,TDC81737434 - 1295 Carling - Emergency call to biohazard steam wash for a customer seating chair (30 Dec),unpaid
4415,4589,2025-12-31,2025-12-31T18:30:00+00:00,Regular,MastroMattei Holdings 1496261 Ontario Limited,10696480 Canada Ltd,Unpaid,21,False,1384.25,Janitorial Services at 1320 Carling Avenue December 2025,unpaid
4417,4591,2025-12-31,2025-12-31T18:49:00+00:00,Regular,5BF Berkley Westboro Commons LP,10696480 Canada Ltd,Unpaid,21,False,1452.87,5% Janitorial Services at 421-423 Richmond Road - December 2025,unpaid
4418,4592,2025-12-31,2025-12-31T19:16:00+00:00,One Shot,12433087 Canada Inc,13037622 Canada Inc,Unpaid,21,False,8554.24,1341 Meadowlands-Parkwood Hills (Package 2) December 2025,unpaid
4419,4593,2025-12-31,2025-12-31T19:25:00+00:00,Regular,12433087 Canada Inc,13037622 Canada Inc,Unpaid,21,False,226.0,193 Metcalfe-Corridor- Janitorial services Decemberr 2025,unpaid
4420,4594,2025-12-31,2025-12-31T19:29:00+00:00,Regular,Evripos Janitorial Services Ltd,13037622 Canada Inc,Unpaid,21,False,8203.88,Janitorial Services at 9 Auriga- December 2025,unpaid
4421,4595,2025-12-31,2025-12-31T19:31:00+00:00,Regular,Skyline Commercial Management Inc.,13037622 Canada Inc,Unpaid,21,False,2103.32,Janitorial Services at 2310 St-Louis-December 2025,unpaid
4422,4596,2025-12-31,2025-12-31T19:34:00+00:00,Regular,Jean Coutu,13037622 Canada Inc,Unpaid,21,False,2455.03,Janitorial Services - Jean Coutu #202- 181 Rue Principale Aylmer (FJCLR181P) December 2025,unpaid
4423,4597,2025-12-31,2025-12-31T20:01:00+00:00,Regular,12433087 Canada Inc,9390-9216 Quebec Inc,Unpaid,21,False,16944.35,Janitorial Services at 30 Eleanor Skyline and Maisonettes- Package 5 and 6 - December 2025,unpaid
4424,4598,2025-12-31,2025-12-31T20:05:00+00:00,Regular,12433087 Canada Inc,9390-9216 Quebec Inc,Unpaid,21,False,4698.79,Janitorial Service - 221 Lyon - December 2025,unpaid
4425,4599,2025-12-31,2025-12-31T20:08:00+00:00,Regular,12433087 Canada Inc,9390-9216 Quebec Inc,Unpaid,21,False,2656.4,Janitorial Services at 440 Laurier St - December 2025,unpaid
4427,4601,2025-12-31,2025-12-31T22:43:00+00:00,Regular,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,33058.52,Janitorial Services - Quebec Locations- December 2025,unpaid
4428,4602,2025-12-31,2025-12-31T22:53:00+00:00,Regular,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,6827.38,BGIS PEI LOCATIONS - JANITORIAL SERVICE DECEMBER 2025,unpaid
4429,4603,2025-12-31,2025-12-31T22:57:00+00:00,Regular,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,14642.54,Janitorial Services - ONTARIO LOCATIONS- December 2025,unpaid
4430,4604,2025-12-31,2025-12-31T23:00:00+00:00,Regular,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,34576.51,Janitorial Services - Nova Scotia Locations- December 2025,unpaid
4431,4605,2025-12-31,2025-12-31T23:08:00+00:00,Regular,BGIS SCS,9359-6633 Quebec Inc,Unpaid,21,False,4506.49,"NB LOCATION - BMO1211_ 633 MAIN STREET, MONCTON - JANITORIAL SERVICE - DECEMBER 2025",unpaid
4433,4608,2025-12-31,2025-12-31T23:30:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,21,False,26559.23,5800 Boulevard Cavendish- Cavendish Mall December 2025,unpaid
4434,4609,2025-12-31,2025-12-31T23:33:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,1712.89,Janitorial Services at 4825 Cousens December 2025,unpaid
4435,4610,2025-12-31,2025-12-31T23:34:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,31303.31,Janitorial Services at 7077-7101 Parc Av. December 2025,unpaid
4436,4611,2025-12-31,2025-12-31T23:36:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,291.11,Janitorial Services at 5907 Henri Bourassa- Annexair December 2025,unpaid
4437,4612,2025-12-31,2025-12-31T23:37:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,41833.73,MACH-Janitorial Services at 5100 Sherbrooke Est- December 2025,unpaid
4438,4613,2025-12-31,2025-12-31T23:39:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,27917.84,MACH-Janitorial Services at 1080 Beaver Hall-December 2025,unpaid
4439,4614,2025-12-31,2025-12-31T23:41:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,2222.55,MACH-Janitorial Services at 2100 Maisonneuve Est- December 2025,unpaid
4440,4615,2025-12-31,2025-12-31T23:42:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,1180.79,MACH-Janitorial Services at 8 Place de Commerce-December 2025,unpaid
4441,4616,2025-12-31,2025-12-31T23:44:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,11753.7,MACH-1155 Robert Bourassa (1243) - Janitorial services December 2025,unpaid
4442,4617,2025-12-31,2025-12-31T23:47:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,53539.27,(MACH)-Janitorial Services 825 St Laurent Ouest- Place Longueuil- December 2025,unpaid
4443,4618,2025-12-31,2025-12-31T23:48:00+00:00,Regular,Controlnet,12433087 Canada Inc.,Unpaid,21,False,14525.28,MACH-Janitorial Services at 201-211 Laurier Est- December 2025,unpaid
4444,4619,2025-12-31,2025-12-31T23:49:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,26821.81,Janitorial Services at 550 De la Cite (4039) - December 2025,unpaid
4445,4620,2025-12-31,2025-12-31T23:51:00+00:00,Regular,Allen Maintenance Ltd-47,12433087 Canada Inc.,Unpaid,21,False,402.41,Mach- 550 De la Cite Janitorial services lower level - December 2025,unpaid
4446,4621,2025-12-31,2025-12-31T23:52:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,21,False,445.61,155 RB- Suite 11th floor- 2 days per week (contrecoeur)- December 2025,unpaid
4447,4622,2025-12-31,2025-12-31T23:53:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,21,False,103.48,1155 RB- suite 1410- 1 fridge monthly 2 micro weekly (1610)- December 2025,unpaid
4448,4623,2025-12-31,2025-12-31T23:54:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,21,False,23.0,MACH-1080 Beaver Hall- Microonde suite 1720- last friday of month (1610) December 2025,unpaid
4449,4624,2026-01-01,2026-01-01T10:18:00+00:00,One Shot,12433087 Canada Inc,15441021 Canada Inc-Villa,Unpaid,20,False,7093.96,1341 Meadownlands Dr-PARKWOOD HILLS-Various Buildings - January 1-15/2026,unpaid
4450,4625,2026-01-01,2026-01-01T10:23:00+00:00,One Shot,12433087 Canada Inc,15441021 Canada Inc-Villa,Unpaid,20,False,7093.96,1341 Meadownlands Dr-PARKWOOD HILLS-Various Buildings - January 16-31/2026,unpaid
4451,4626,2026-01-31,2026-01-01T12:10:00+00:00,Regular,12433087 Canada Inc,16021166 Canada Ind- Diego Salgado-Augusto Silva,Unpaid,-10,False,3811.29,Janitorial Services at 1000 Castle Hill- December 2025,unpaid
4452,4627,2026-01-31,2026-01-01T12:10:00+00:00,Regular,12433087 Canada Inc,16021166 Canada Ind- Diego Salgado-Augusto Silva,Unpaid,-10,False,3787.5,Janitorial Services at 20 Deerfield - December 2025,unpaid
4453,4628,2026-01-31,2026-01-01T12:11:00+00:00,Regular,12433087 Canada Inc,16021166 Canada Ind- Diego Salgado-Augusto Silva,Unpaid,-10,False,3787.5,Janitorial services - 18 Deerfield Dr - December 2025,unpaid
4454,4629,2026-01-31,2026-01-01T12:12:00+00:00,Regular,Greenboro Medical Center,16021166 Canada Ind- Diego Salgado-Augusto Silva,Unpaid,-10,False,1356.0,Janitorial services - 25 Tapiola Cresent - December 2025,unpaid
4455,4630,2026-01-31,2026-01-01T12:12:00+00:00,Regular,9359-6633 QUEBEC INC,16021166 Canada Ind-Augusto Silva,Unpaid,-10,False,4384.5,Janitorial Services at BELL ON - December 2025,unpaid
4456,4631,2026-01-31,2026-01-01T12:13:00+00:00,Regular,9359-6633 QUEBEC INC,16021166 Canada Ind-Augusto Silva,Unpaid,-10,False,2663.19,Janitorial Services at BELL QC - December 2025,unpaid
4457,4632,2026-01-01,2026-01-01T17:37:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,20,False,40.24,MACH-1080 Beaver Hall - upgrade lave vaiselle suite 6th floor twice 2 weeks (1610) December 2025,unpaid
4458,4633,2026-01-01,2026-01-01T17:44:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,20,False,120.72,MACH-1080 Beaver Hall - suite 1512-Sweep and mop floors at data centre once per week (1610) December 2025,unpaid
4459,4634,2026-01-01,2026-01-01T17:46:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,20,False,344.93,MACH-2001 McGill-Extra service menager CIM (1601) December 2025,unpaid
4460,4635,2026-01-01,2026-01-01T17:48:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,20,False,270.19,MACH-2001 McGill-Extra service menager Nothbolt (1601) December 2025,unpaid
4461,4636,2026-01-01,2026-01-01T17:49:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,20,False,229.95,MACH-2001 McGill-Extra service menager -SITA (1601) December 2025,unpaid
4462,4637,2026-01-01,2026-01-01T17:51:00+00:00,One Shot,Controlnet,12433087 Canada Inc.,Unpaid,20,False,310.43,MACH-2001 McGill-Extra service menager -L&A Chagnon (1601) December 2025,unpaid
